event_message,id,identifier,method,path,search,status_code,timestamp
GET | 200 | 68.231.21.72 | 9b044e4209b9b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/messages?select=*%2Csender%3Aprofiles%21sender_id%28name%2Cemail%29%2Crecipient%3Aprofiles%21recipient_id%28name%2Cemail%29&order=created_at.asc&or=%28sender_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%2Crecipient_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%29 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,34e0886f-8015-4527-afea-459e0456267a,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/messages,?select=*%2Csender%3Aprofiles%21sender_id%28name%2Cemail%29%2Crecipient%3Aprofiles%21recipient_id%28name%2Cemail%29&order=created_at.asc&or=%28sender_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%2Crecipient_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%29,200,1766120105288000
GET | 200 | 68.231.21.72 | 9b044e3bcfa9b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,ff180454-150e-4766-b568-69e9bf92b73c,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120104293000
GET | 200 | 68.231.21.72 | 9b044e3b3d6db38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,63147b60-4259-4edb-9360-029c12ed1f4b,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120104212000
GET | 200 | 68.231.21.72 | 9b044e3a8ad3b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,b9083a31-3f33-4af4-9cc6-04ebadfb82af,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120104092000
GET | 200 | 68.231.21.72 | 9b044e39e874b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,bc008201-282f-4404-b45b-2ff39e985073,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120104016000
GET | 200 | 68.231.21.72 | 9b044e396e5eb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,8d533877-9db0-47c0-957e-a9250d178b08,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120103916000
GET | 200 | 68.231.21.72 | 9b044e38bb57b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,8653e5bd-7816-4ede-98a4-966132531a80,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120103811000
GET | 200 | 68.231.21.72 | 9b044e383958b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,79cc107f-5cd1-40ed-9cf7-18457974e53b,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120103731000
GET | 200 | 68.231.21.72 | 9b044e37cefbb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,e5dd645e-0e34-45e2-8267-25738ed960be,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120103653000
GET | 200 | 68.231.21.72 | 9b044e371c00b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,1173629b-b4ab-4438-9150-aa73f8a028e0,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120103542000
GET | 200 | 68.231.21.72 | 9b044e3689cfb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,da2d2fac-c209-4bd2-b7ad-3be54b2f9945,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120103461000
GET | 200 | 68.231.21.72 | 9b044e361fb7b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,347fe069-7eea-4ca2-adcb-ef41e22a6a82,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120103380000
GET | 200 | 68.231.21.72 | 9b044e356cd9b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,f36ff551-ba34-4020-afc5-be253d04ca7d,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120103275000
GET | 200 | 68.231.21.72 | 9b044e34eadeb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,164726df-d4ad-4364-8e90-f9fe5267b4df,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120103190000
GET | 200 | 68.231.21.72 | 9b044e3468c0b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,5ab32b5c-9a14-413d-9dbb-6f3c6ca956cc,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120103112000
GET | 200 | 68.231.21.72 | 9b044e33be40b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,e692bce9-2c73-4827-b082-780a1717eb73,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120103015000
GET | 200 | 68.231.21.72 | 9b044e333c23b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,ddb4a01b-a068-4209-b7dd-5bbebc9fb354,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120102926000
GET | 200 | 68.231.21.72 | 9b044e32a9aab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,69a218da-7095-42e1-8887-52b08d5576bb,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120102845000
GET | 200 | 68.231.21.72 | 9b044e321f22b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,ffe24bc7-0882-46e5-bfad-158ffac140c8,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120102740000
GET | 200 | 68.231.21.72 | 9b044e318d21b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,606943f3-84b7-4f82-9c12-5d7a13c4b05f,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120102657000
GET | 200 | 68.231.21.72 | 9b044e311b1ab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,289e1bb4-c235-4d9e-a888-6950bc328303,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120102578000
GET | 200 | 68.231.21.72 | 9b044e3078deb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,76e19fc7-0d9d-4cab-be56-4ece5ee1a021,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120102487000
GET | 200 | 68.231.21.72 | 9b044e2ffe7fb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,b7bcc33d-2729-4588-920a-eb75c1f1e175,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120102410000
GET | 200 | 68.231.21.72 | 9b044e2f8cb4b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,1acfa355-83e6-46ec-88b3-02b5af4e733e,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120102335000
GET | 200 | 68.231.21.72 | 9b044e2ed9cfb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,f79960f4-4e4d-48e5-8666-d5314a1b2f27,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120102229000
GET | 200 | 68.231.21.72 | 9b044e2e5f76b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,0d5223c7-69a4-4bf3-af89-a194df6d8d35,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120102144000
GET | 200 | 68.231.21.72 | 9b044e2ddd9db38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,7be3c136-f572-479d-8d92-5da12020893b,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120102060000
GET | 200 | 68.231.21.72 | 9b044e2d4b05b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,b19b58e7-d6db-45d4-9aa8-43411bb8751d,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120101972000
GET | 200 | 68.231.21.72 | 9b044e2cc8d6b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,94c821b3-b47a-4290-a963-5e2b251938e7,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120101889000
GET | 200 | 68.231.21.72 | 9b044e2c4ebab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9683f393-88d8-4129-a398-16e0ee303db1,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120101810000
GET | 200 | 68.231.21.72 | 9b044e2bbcaeb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,ed73765a-ff80-4884-a737-576bb67e483a,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120101723000
GET | 200 | 68.231.21.72 | 9b044e2b3a59b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,fdc1279c-7852-4247-a972-7c639be4b293,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120101640000
GET | 200 | 68.231.21.72 | 9b044e2ab860b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,303dac38-ebbd-4406-92f4-653184986003,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120101564000
GET | 200 | 68.231.21.72 | 9b044e2a0d7fb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,addf6305-183f-42d6-9da0-5730ce20a094,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120101456000
GET | 200 | 68.231.21.72 | 9b044e298acbb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,fa2eb8ba-9f7a-4212-9ff5-abe73b8c1063,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120101373000
GET | 200 | 68.231.21.72 | 9b044e2928c5b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,93c512e7-73ee-4aa0-9d4d-05a58f134d8e,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120101310000
GET | 200 | 68.231.21.72 | 9b044e289e0cb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,4d2fe796-87e3-4034-b50a-65e88c801e3e,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120101220000
